+------+--------+----------------------------+-----------+----------------+
| NO.  |  Code  |            Name            |    Area   | Green Coverage |
| 0616 | 98638  |          蓝钻天成          |   32806   |      25%       |
| 0617 |  439   |          嘉绿青苑          |     --    |       38       |
| 0625 |  1026  |          漾河公寓          |   10000   |      30%       |
| 0626 |  9103  |        凯文和平雅苑        |   44000   |      33%       |
| 0627 |  1676  |          清合嘉园          |   64000   |     35.8%      |
| 0628 | 17043  |          风雅乐府          |   56323   |      30%       |
| 0629 |  191   |         贾家弄新村         |   82000   |      30%       |
| 0630 |  670   |          柳营花园          |   13000   |      30%       |
| 0631 |  272   |         观音塘小区         |   10000   |      35%       |
| 0632 |  1287  |           庆隆苑           |     --    |      45%       |
| 0633 | 44044  |          寰宇天下          |   190000  |      50%       |
| 0634 |   82   |          运河人家          |    7000   |     31.3%      |
| 0635 | 17611  |         中海紫藤苑         |    5万    |      30%       |
| 0636 |  334   |           紫花苑           |   10000   |      30%       |
| 0637 |  440   |          九月森林          |  170000   |      70%       |
| 0638 |  9197  |         十一景名邸         |   10211   |     30.08%     |
| 0639 |  570   |          政新花园          |     --    |      35%       |
| 0640 |  1355  |          西溪名园          |   24532   |      40%       |
| 0641 |  467   |         马塍路小区         |   230000  |      11%       |
| 0642 |  514   |          康新花园          |   36000   |      32%       |
| 0643 | 244163 |        万通时尚公馆        |   63375   |      30%       |
| 0651 |  555   |          天河西苑          |   12000   |      40%       |
| 0652 |  6405  |         铭雅苑东区         |   508500  |      30%       |
| 0653 |  4024  |          城南家园          |     --    |      20%       |
| 0654 |  236   |          五里塘苑          |     --    |      32%       |
| 0655 | 173174 |        众安朝阳8号         |   36162   |      30%       |
| 0656 | 18796  |          领骏世界          |    9810   |      25%       |
| 0657 |  824   |          柳浪新苑          |     --    |      30%       |
| 0658 |  8385  |        南肖埠文景苑        |   29025   |      30%       |
| 0659 |  9166  |           逸居城           |  169231   |      30%       |
| 0660 |  8377  |          天元公寓          |   17863   |      35%       |
| 0661 |  9784  |        东方丽都花苑        |   13800   |      26%       |
| 0662 |  1243  |           碧景园           |   80000   |      35%       |
| 0663 | 211416 |           八方城           |     --    |      20%       |
| 0664 |  268   |          采荷紫藕          |    5030   |      35%       |
| 0665 |  658   |          明珠公寓          |   30000   |      35%       |
| 0666 |  9306  |         耀华湖滨阁         |   10000   |      30%       |
| 0667 |  617   |           定安苑           |   10000   |      30%       |
| 0668 | 185052 |         稻香园南区         |   150000  |       3%       |
| 0669 |  1496  |            留庄            |   50000   |      45%       |
| 0677 |  4821  |           水景城           |   70000   |      50%       |
| 0678 |  1456  |          钱塘景苑          |   70000   |      35%       |
| 0679 |  340   |          清怡花苑          |   41043   |      30%       |
| 0680 |  823   |          柳浪东苑          |     --    |      40%       |
| 0681 |  174   |          一清新村          |   102000  |      30%       |
| 0682 |  9124  |        中庆第6大道         |   61667   |      35%       |
| 0683 |   12   |           世纪坊           |   60000   |      35%       |
| 0684 |   87   |           荣华里           |   10000   |      10%       |
| 0685 |  6555  |          和新南苑          |   62300   |      30%       |
| 0686 |  1043  |          西子花园          |     --    |      42%       |
| 0687 |  188   |          莫干新村          |   44000   |      30%       |
| 0688 |  111   |          三塘汶园          |     --    |      10%       |
| 0689 |  705   |        广宇河滨公寓        |     --    |      28%       |
| 0690 |  1440  |        华元十六街区        |   12121   |      19%       |
| 0691 |  4236  |       西湖高尔夫别墅       |  113339   |      65%       |
| 0692 |  4026  |        三里新城桂苑        |   400000  |     46.30%     |
| 0693 |  1596  |          燕语林森          |   29729   |      39%       |
| 0694 |  1447  |          易构街区          |   13153   |      25%       |
| 0695 |  9123  |        华瑞湘湖美地        |   67000   |      30%       |
| 0703 | 13118  |      广厦天都城天星苑      |   24000   |      32%       |
| 0704 | 68247  |        都市枫林公寓        |   82000   |      30%       |
| 0705 |  706   |        利兹城市公寓        |   11168   |      30%       |
| 0706 |  9518  |      广厦天都城天湖苑      |     --    |     35.85%     |
| 0707 | 17627  |         海陆UN公社         |   68719   |      30%       |
| 0708 | 17646  |        绿城紫桂公寓        |   76000   |      32%       |
| 0709 |  193   |          董家新村          |   23532   |      26%       |
| 0710 | 38124  |        众安嘉润公馆        |   39060   |      35%       |
| 0711 |  176   |          塘河南村          |   300000  |      35%       |
| 0712 |  965   |          云栖蝶谷          |  120454   |      50%       |
| 0713 | 86739  |           玲珑府           |   43359   |      30%       |
| 0714 |  673   |           海景城           |   25800   |      50%       |
| 0715 |  483   |          西溪河东          |   132522  |      18%       |
| 0716 |  4585  |          金沙学府          |   61666   |      20%       |
| 0717 |  228   |         朝晖黎明园         |   82000   |      30%       |
| 0718 |  9181  |       新鹏四季风景苑       |   23717   |      30%       |
| 0719 |  9383  |          西港新界          |   90543   |      30%       |
| 0720 |  470   |          花园北村          |     --    |      20%       |
| 0721 | 27368  |          江南铭庭          |   30000   |      30%       |
| 0729 |  466   |          邮电新村          |   36000   |      23%       |
| 0730 |  9376  |         联庄江涛阁         |   6000    |      25%       |
| 0731 | 99473  |         华元欢乐城         |     --    |      20%       |
| 0732 |  1449  |          信步闲庭          |   20168   |      30%       |
| 0733 |  192   |           墅林苑           |   50000   |      40%       |
| 0734 |  1405  |           下宁巷           |   10000   |      35%       |
| 0735 |  1680  |        森淼泊林漫谷        |   66667   |      35%       |
| 0736 |  172   |          银都大厦          |   600000  |      40%       |
| 0737 | 19269  |          天虹公寓          |   100000  |      27%       |
| 0738 | 225190 |          西溪蓝海          |   40557   |     25.66%     |
| 0739 |  9399  |      广厦天都城天风苑      |     --    |     45.48%     |
| 0740 |  244   |          艮山福居          |   102000  |      30%       |
| 0741 | 21200  |         众安景海湾         |   214491  |      45%       |
| 0742 | 34469  |          金域兰庭          |   57500   |      30%       |
| 0743 | 10552  |        星光国际公馆        |   50000   |       15       |
| 0744 |   99   |          广兴新村          |   36000   |     0.30%      |
| 0745 |  299   |           水湘苑           |     --    |      35%       |
| 0746 |  1223  |          祥和人家          |   38000   |      35%       |
| 0747 |  1628  |        迪凯国际中心        |     --    |      20%       |
| 0755 |  1233  |         威尼斯水城         |  733337   |      56%       |
| 0756 |  799   |          罗马公寓          |     --    |      20%       |
| 0757 |  496   |          文苑小区          |     --    |      28%       |
| 0758 |  7542  |          三里亭苑          |   63000   |      46%       |
| 0759 |  310   |          机神新村          |   26000   |      1.3       |
| 0760 |   22   |          天福花园          |   10000   |      35%       |
| 0761 |  228   |         朝晖黎明园         |   82000   |      30%       |
